v2,v1
"[��_] anyway, many good evenings to u! s",ham
"Cool, I'll text you in a few",ham
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham
I'm very happy for you babe ! Woo hoo party on dude!,ham
I am taking you for italian food. How about a pretty dress with no panties? :),ham
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham
YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
How are you holding up?,ham
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,ham
Hope you are not scared!,ham
I cant pick the phone right now. Pls send a message,ham
I'm at home n ready...,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,spam
What time do u get out?,ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
"Yes, my reg is  Ciao!",ham
If You mean the website. Yes.,ham
Win a �1000 cash prize or a prize worth �5000,spam
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam
Lol or I could just starve and lose a pound by the end of the day.,ham
Yeah that's the impression I got,ham
Ok ok take care. I can understand.,ham
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham
"Ya ok, then had dinner?",ham
I was slept that time.you there?,ham
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham
Noice. Text me when you're here,ham
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,ham
Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP,spam
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only �1.50/week. SavaMob - offers mobile!",spam
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham
Hi dear we saw dear. We both are happy. Where you my battery is low,ham
How are you. Its been ages. How's abj,ham
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham
Dont kick coco when he's down,ham
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
TBS/PERSOLVO. been chasing us since Sept for�38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,spam
Hope you��re not having too much fun without me!! see u tomorrow love jess x,ham
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
I've reached home n i bathe liao... U can call me now...,ham
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
Was the actual exam harder than NBME,ham
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",ham
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham
Gam gone after outstanding innings.,ham
O i played smash bros  &lt;#&gt;  religiously.,ham
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham
Hurry home. Soup is DONE!,ham
No no. I will check all rooms befor activities,ham
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam
Lemme know when you're here,ham
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,spam
He needs to stop going to bed and make with the fucking dealing,ham
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham
I remain unconvinced that this isn't an elaborate test of my willpower,ham
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",ham
how are you? I miss you!,ham
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham
"Hey , is * rite u put ��10 evey mnth is that all?",ham
i am going to bed now prin,ham
I think just yourself ��_Thanks and see you tomo,ham
If u dun drive then how i go 2 sch.,ham
I not at home now lei...,ham
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@�1.50rcvd,spam
Ok then i will come to ur home after half an hour,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
Do u hav any frnd by name ashwini in ur college?,ham
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham
K then 2marrow are you coming to class.,ham
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
Pls send me your address sir.,ham
I want to lick your pussy now...,ham
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",ham
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam
"I'll see, but prolly yeah",ham
Thought we could go out for dinner. I'll treat you! Seem ok?,ham
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
What you doing?how are you?,ham
"Sure thing big man. i have hockey elections at 6, shouldn���t go on longer than an hour though",ham
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,ham
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",ham
Yunny... I'm goin to be late,ham
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,ham
"Cool, want me to go to kappa or should I meet you outside mu",ham
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham
May b approve panalam...but it should have more posts..,ham
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
"Sorry, I'll call later",ham
I dont thnk its a wrong calling between us,ham
Me i'm not workin. Once i get job...,ham
And by when you're done I mean now,ham
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ham
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam
Is it your yahoo boys that bring in the perf? Or legal.,ham
No need to say anything to me. I know i am an outsider,ham
have you ever had one foot before?,ham
Just got to  &lt;#&gt;,ham
"Good! No, don���t need any receipts���well done! (��_) Yes, please tell . What���s her number, i could ring her",ham
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham
Leave it wif me lar... �� wan to carry meh so heavy... Is da num 98321561 familiar to �_?,ham
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham
Infact happy new year. How are you where are you when are we seeing,ham
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam
That's a shame! Maybe cld meet for few hrs tomo?,ham
Lol I would but despite these cramps I like being a girl.,ham
I can��t wait for cornwall. Hope tonight isn��t too bad as well but it��s rock night shite. Anyway i��m going for a kip now have a good night. Speak to you soon.,ham
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,ham
�� comin to fetch us oredi...,ham
What's nannys address?,ham
"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",spam
Haf u eaten? Wat time u wan me 2 come?,ham
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham
This single single answers are we fighting? Plus i said am broke and you didnt reply,ham
It certainly puts things into perspective when something like this happens,ham
Now got tv 2 watch meh? U no work today?,ham
i felt so...not any conveying reason.. Ese he... What about me?,ham
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham
I told that am coming on wednesday.,ham
"Its ok, called mom instead have fun",ham
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam
Well if I'm that desperate I'll just call armand again,ham
Are you at work right now ?,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham
"Sorry, I'll call later",ham
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham
And pls pls drink plenty plenty water,ham
How are you doing. How's the queen. Are you going for the royal wedding,ham
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham
Ok lor then we go tog lor...,ham
Two teams waiting for some players,ham
Can �_ send me a copy of da report?,ham
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham
"Ok da, i already planned. I wil pick you.",ham
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or �10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam
"Sorry, I'll call later in meeting",ham
I just really need shit before tomorrow and I know you won't be awake before like 6,ham
I'm good. Have you registered to vote?,ham
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham
Dear got bus directly to calicut,ham
Mm umma ask vava also to come tell him can play later together,ham
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",ham
"Sorry, I'll call later",ham
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham
&lt;#&gt;  w jetton ave if you forgot,ham
Ok i'm coming home now.,ham
Can not use foreign stamps in this country.,ham
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost �1.50. 2 cancel send STOP",spam
I will come tomorrow di,ham
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham
C movie is juz last minute decision mah. Juz watch 2 lar but i tot �_ not interested.,ham
How are you enjoying this semester? Take care brother.,ham
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,spam
"Get the door, I'm here",ham
"Lets use it next week, princess :)",ham
Or i go home first lar �_ wait 4 me lor.. I put down my stuff first..,ham
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,ham
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham
Oi when you gonna ring,ham
Missed call alert. These numbers called but left no message. 07008009200,spam
I attended but nothing is there.,ham
Ard 530 like dat lor. We juz meet in mrt station then �_ dun haf to come out.,ham
No dear i was sleeping :-P,ham
Er mw im filled tuth is aight,ham
Will be office around 4 pm. Now i am going hospital.,ham
Actually i'm waiting for 2 weeks when they start putting ad.,ham
Anything lor if they all go then i go lor...,ham
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
Yo you around? A friend of mine's lookin to pick up later tonight,ham
Stupid auto correct on my phone,ham
Double eviction this week - Spiral and Michael and good riddance to them!,ham
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",ham
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham
Buy one egg for me da..please:),ham
Have you started in skye,ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
And several to you sir.,ham
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham
I'm at home. Please call,ham
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham
Now only i reached home. . . I am very tired now. . I will come tomorro,ham
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam
"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
Life style garments account no please.,ham
Lol wtf random. Btw is that your lunch break,ham
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham
Detroit. The home of snow. Enjoy it.,ham
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam
Okie...,ham
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham
Is toshiba portege m100 gd?,ham
Well welp is sort of a semiobscure internet thing,ham
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam
Loosu go to hospital. De dont let it careless.,ham
How much for an eighth?,ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham
"How about clothes, jewelry, and trips?",ham
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just �5 by replying GET BBDELUXE and take the challenge,spam
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
I am late. I will be there at,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
Are you plans with your family set in stone ?,ham
Pls dont forget to study,ham
You'll never believe this but i have actually got off at taunton. Wow,ham
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
Hey so whats the plan this sat? ,ham
Beauty sleep can help ur pimples too.,ham
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
Where to get those?,ham
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
Ball is moving a lot.will spin in last :)so very difficult to bat:),ham
Haiyoh... Maybe your hamster was jealous of million,ham
Can you please send me my aunty's number,ham
I'm glad. You are following your dreams.,ham
I've reached home finally...,ham
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam
WINNER!! As a valued network customer you have been selected to receivea �900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham
U can call now...,ham
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham
Yes. I come to nyc for audiitions and am trying to relocate.,ham
I pocked you up there before,ham
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham
Hey mr whats the name of that bill brison book the one about language and words ,ham
"Okay, good, no problem, and thanx!",ham
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham
Call me when u're done...,ham
G.W.R,ham
You best watch what you say cause I get drunk as a motherfucker,ham
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,spam
"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",spam
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham
Are there TA jobs available? Let me know please cos i really need to start working,ham
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham
Yup i'm free...,ham
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham
Yo come over carlos will be here soon,ham
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham
I guess it is useless calling u 4 something important.,ham
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham
He dint tell anything. He is angry on me that why you told to abi.,ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham
I keep ten rs in my shelf:) buy two egg.,ham
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham
Captain is in our room:),ham
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham
S...i will take mokka players only:),ham
Are you still playing with gautham?,ham
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,ham
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham
Sorry . I will be able to get to you. See you in the morning.,ham
Aight well keep me informed,ham
I am not having her number sir,ham
Am only searching for good dual sim mobile pa.,ham
That seems unnecessarily hostile,ham
Dude got a haircut. Now its breezy up there,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
i thought we were doing a king of the hill thing there.,ham
Nope i'll come online now..,ham
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham
Y bishan lei... I tot �_ say lavender? ,ham
Boo what time u get out? U were supposed to take me shopping today. :(,ham
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham
on a Tuesday night r u 4 real,ham
Yes when is the appt again?,ham
Just got outta class gonna go gym.,ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
�� all write or wat..,ham
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham
Hi:)did you asked to waheeda fathima about leave?,ham
Enjoy urself tmr...,ham
You still around? I could use a half-8th,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham
�� bot notes oredi... Cos i juz rem i got...,ham
Yes. Rent is very expensive so its the way we save.,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
Hows the pain dear?y r u smiling?,ham
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
"Sorry, I can't help you on this.",ham
Great. So should i send you my account number.,ham
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam
�� only send me the contents page...,ham
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",ham
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",ham
"I can't right this second, gotta hit people up first",ham
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham
So what about you. What do you remember,ham
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham
Mm yes dear look how i am hugging you both. :-P,ham
I like dis sweater fr mango but no more my size already so irritating.,ham
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham
Anytime lor...,ham
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham
"Ur balance is now �600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam
Me fine..absolutly fine,ham
K and you're sure I don't have to have consent forms to do it :V,ham
Ur TONEXS subscription has been renewed and you have been charged �4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
How much is torch in 9ja.,ham
"Doing nothing, then u not having dinner w us?",ham
How are you. Just checking up on you,ham
Done it but internet connection v slow and can���t send it. Will try again later or first thing tomo.,ham
Mathews or tait or edwards or anderson,ham
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,ham
No need lar i go engin? Cos my sis at arts today...,ham
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham
S.i'm watching it in live..,ham
"see you then, we're all christmassy here!",ham
"K I'm ready,  &lt;#&gt; ?",ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
what are your new years plans?,ham
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham
Dear :-/ why you mood off. I cant drive so i brother to drive,ham
When did dad get back.,ham
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham
Yes just finished watching days of our lives. I love it.,ham
Juz go google n search 4 qet...,ham
Many times we lose our best ones bcoz we are ,ham
